
2026-02-03T10:22:23.028Z	pump	off	manual
2026-02-03T10:22:23.898Z	pump	on	manual
2026-02-03T10:22:24.931Z	pump	on	auto
2026-02-03T10:22:27.435Z	heater	on	auto
2026-02-16T10:02:51.121Z	pump	off	auto
2026-02-16T10:02:52.084Z	pump	on	auto
2026-02-16T10:02:53.905Z	pump	on	manual
2026-02-16T10:02:55.586Z	heater	on	manual
